uniprot_id;protein_class;l3;l4;l5
Q9NRM7;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase NDR family
Q9NRP7;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase ULK family
Q9NSY1;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase NAK family
Q9NWZ3;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase IRAK family
Q9NY57;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase YANK family
Q9NYL2;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase MLK family
Q9NYY3;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase PLK family
Q9NZJ5;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase PEK family
Q9P0L2;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q9P1W9;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase PIM family
Q9P286;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9P289;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9P2K8;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase PEK family
Q9UBE8;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase MAPK family
Q9UEE5;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase DAPK family
Q9UEW8;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9UF33;Kinase;Protein Kinase;TK protein kinase group;Tyrosine protein kinase Eph family
Q9UHD2;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase IKK family
Q9UIK4;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase DAPK family
Q9UK32;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase RSK family
Q9UK32;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase RSKb family
Q9UKE5;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9UKI8;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase TLK family
Q9UL54;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9UM73;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase STKR family
Q9UPE1;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase SRPK family
Q9UPZ9;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase RCK family
Q9UQ88;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase CDK family
Q9UQB9;Kinase;Protein Kinase;Other protein kinase group;Other protein kinase AUR family
Q9UQM7;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK2 family
Q9Y243;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase AKT family
Q9Y2H1;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase NDR family
Q9Y2H9;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase MAST family
Q9Y2K2;Kinase;Protein Kinase;CAMK protein kinase group;CAMK protein kinase CAMK1 family
Q9Y2U5;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
Q9Y463;Kinase;Protein Kinase;CMGC protein kinase group;CMGC protein kinase DYRK family
Q9Y4K4;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9Y5S2;Kinase;Protein Kinase;AGC protein kinase group;AGC protein kinase DMPK family
Q9Y616;Kinase;Protein Kinase;TKL protein kinase group;TKL protein kinase IRAK family
Q9Y6E0;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE20 family
Q9Y6M4;Kinase;Protein Kinase;CK1 protein kinase group;CK1 protein kinase CK1 family
Q9Y6R4;Kinase;Protein Kinase;STE protein kinase group;STE protein kinase STE11 family
Q15078;Kinase;Protein kinase regulatory subunit;NULL;NULL
O96028;Epigenetic regulator;Protein methyltransferase;SET domain;NULL
Q03164;Epigenetic regulator;Protein methyltransferase;NULL;NULL
Q15910;Epigenetic regulator;Protein methyltransferase;NULL;NULL
Q8WTS6;Epigenetic regulator;Protein methyltransferase;SET domain;NULL
Q96KQ7;Epigenetic regulator;Protein methyltransferase;NULL;NULL
Q96LA8;Epigenetic regulator;Protein methyltransferase;Protein arginine methyltransferase;NULL
Q99873;Epigenetic regulator;Protein methyltransferase;Protein arginine methyltransferase;NULL
O75365;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P16298;Enzyme;Protein Phosphatase;Serine/threonine protein phosphatase;NULL
P17706;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P18031;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P24666;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P29350;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P30304;Enzyme;Protein Phosphatase;Serine/threonine/tyrosine protein phosphatase;NULL
P30305;Enzyme;Protein Phosphatase;Serine/threonine/tyrosine protein phosphatase;NULL
P30307;Enzyme;Protein Phosphatase;Serine/threonine/tyrosine protein phosphatase;NULL
P35236;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P51452;Enzyme;Protein Phosphatase;Serine/threonine/tyrosine protein phosphatase;NULL
P53041;Enzyme;Protein Phosphatase;Serine/threonine protein phosphatase;NULL
P54829;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P62136;Enzyme;Protein Phosphatase;Serine/threonine protein phosphatase;NULL
Q06124;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
Q08209;Enzyme;Protein Phosphatase;Serine/threonine protein phosphatase;NULL
Q9Y2R2;Enzyme;Protein Phosphatase;Tyrosine protein phosphatase;NULL
P00734;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P00736;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P00740;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P00742;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P00747;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P00748;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P00749;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P00750;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P04070;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P05981;Enzyme;Serine protease;NULL;NULL
P06870;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P07477;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P08246;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P08311;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P09871;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P09958;Enzyme;Serine protease;Serine protease SB clan;Serine protease S8B subfamily
P10619;Enzyme;Serine protease;Serine protease SC clan;Serine protease S10 family
P17538;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P23946;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P24158;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P27487;Enzyme;Serine protease;Serine protease SC clan;Serine protease S9B subfamily
P34913;Kinase;Serine protease;Serine protease SC clan;Serine protease S33 family
P42785;Enzyme;Serine protease;Serine protease SC clan;Serine protease S28 family
P48147;Enzyme;Serine protease;Serine protease SC clan;Serine protease S9A subfamily
P49862;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
P98073;Enzyme;Serine protease;NULL;NULL
Q12884;Enzyme;Serine protease;Serine protease SC clan;Serine protease S9B subfamily
Q16549;Enzyme;Serine protease;Serine protease SB clan;Serine protease S8B subfamily
Q6V1X1;Enzyme;Serine protease;Serine protease SC clan;Serine protease S9B subfamily
Q86TI2;Enzyme;Serine protease;Serine protease SC clan;Serine protease S9B subfamily
Q99895;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
Q9UHL4;Enzyme;Serine protease;Serine protease SC clan;Serine protease S28 family
Q9UNI1;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
Q9Y337;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
Q9Y5Y6;Enzyme;Serine protease;Serine protease PA clan;Serine protease S1A subfamily
O00337;Transporter;SLC superfamily of solute carriers;SLC28 and SLC29 families of nucleoside transporters;SLC28 Na+-coupled nucleoside transport family
O15244;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
O15245;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
O43868;Transporter;SLC superfamily of solute carriers;SLC28 and SLC29 families of nucleoside transporters;SLC28 Na+-coupled nucleoside transport family
O75751;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
O76082;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
O94956;Transporter;SLC superfamily of solute carriers;SLC21/SLCO family of organic anion transporting polypeptides;NULL
P11166;Transporter;SLC superfamily of solute carriers;SLC02 family of hexose and sugar alcohol transporters;NULL
P13866;Transporter;SLC superfamily of solute carriers;SLC05 family of sodium-dependent glucose transporters;NULL
P19634;Transporter;SLC superfamily of solute carriers;SLC09 family of sodium/hydrogen exchangers;NULL
P23975;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
P30531;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
P31639;Transporter;SLC superfamily of solute carriers;SLC05 family of sodium-dependent glucose transporters;NULL
P31645;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
P41440;Transporter;SLC superfamily of solute carriers;SLC19 family of vitamin transporters;NULL
P43003;Transporter;SLC superfamily of solute carriers;SLC01 family of amino acid transporters;NULL
P43004;Transporter;SLC superfamily of solute carriers;SLC01 family of amino acid transporters;NULL
P43005;Transporter;SLC superfamily of solute carriers;SLC01 family of amino acid transporters;NULL
P46059;Transporter;SLC superfamily of solute carriers;SLC15 family of peptide transporters;NULL
P46721;Transporter;SLC superfamily of solute carriers;SLC21/SLCO family of organic anion transporting polypeptides;NULL
P48065;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
P48066;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
P48067;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
Q01959;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
Q05940;Transporter;SLC superfamily of solute carriers;SLC18 family of vesicular amine transporters;NULL
Q12908;Transporter;SLC superfamily of solute carriers;SLC10 family of sodium-bile acid co-transporters;NULL
Q14542;Transporter;SLC superfamily of solute carriers;SLC28 and SLC29 families of nucleoside transporters;SLC29 Facilitative nucleoside transporter family
Q14973;Transporter;SLC superfamily of solute carriers;SLC10 family of sodium-bile acid co-transporters;NULL
Q16348;Transporter;SLC superfamily of solute carriers;SLC15 family of peptide transporters;NULL
Q4U2R8;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
Q6ZQN7;Transporter;SLC superfamily of solute carriers;SLC21/SLCO family of organic anion transporting polypeptides;NULL
Q7Z2H8;Transporter;SLC superfamily of solute carriers;SLC36 family of proton-coupled amino acid transporters;NULL
Q86VL8;Transporter;SLC superfamily of solute carriers;SLC47 family of multidrug and toxin extrusion transporters;NULL
Q8TCC7;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
Q8WWX8;Transporter;SLC superfamily of solute carriers;SLC05 family of sodium-dependent glucose transporters;NULL
Q92959;Transporter;SLC superfamily of solute carriers;SLC21/SLCO family of organic anion transporting polypeptides;NULL
Q96FL8;Transporter;SLC superfamily of solute carriers;SLC47 family of multidrug and toxin extrusion transporters;NULL
Q96NT5;Transporter;SLC superfamily of solute carriers;SLC46 family of folate transporters;NULL
Q96S37;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
Q99808;Transporter;SLC superfamily of solute carriers;SLC28 and SLC29 families of nucleoside transporters;SLC29 Facilitative nucleoside transporter family
Q9GZV3;Transporter;SLC superfamily of solute carriers;SLC05 family of sodium-dependent glucose transporters;NULL
Q9H2J7;Transporter;SLC superfamily of solute carriers;SLC06 neurotransmitter transporter family;NULL
Q9H2X9;Transporter;SLC superfamily of solute carriers;SLC12 family of cation-coupled chloride transporters;NULL
Q9HAS3;Transporter;SLC superfamily of solute carriers;SLC28 and SLC29 families of nucleoside transporters;SLC28 Na+-coupled nucleoside transport family
Q9NPD5;Transporter;SLC superfamily of solute carriers;SLC21/SLCO family of organic anion transporting polypeptides;NULL
Q9NSA0;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
Q9NY91;Transporter;SLC superfamily of solute carriers;SLC05 family of sodium-dependent glucose transporters;NULL
Q9UPY5;Transporter;SLC superfamily of solute carriers;SLC03 and SLC07 families of heteromeric amino acid transporters (HATs);SLC07 Cationic amino acid transporter/glycoprotein-associated family
Q9Y694;Transporter;SLC superfamily of solute carriers;SLC22 family of organic cation and anion transporters;NULL
Q9Y6L6;Transporter;SLC superfamily of solute carriers;SLC21/SLCO family of organic anion transporting polypeptides;NULL
O14842;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Free fatty acid receptor
O14843;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Free fatty acid receptor
O15552;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Free fatty acid receptor
O95136;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);EDG receptor
O95977;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);EDG receptor
P07550;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P08172;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Acetylcholine receptor
P08173;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Acetylcholine receptor
P08588;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P08908;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P08912;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Acetylcholine receptor
P08913;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P0DMS8;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Adenosine receptor
P11229;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Acetylcholine receptor
P13945;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P14416;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Dopamine receptor
P18089;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P18825;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P20309;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Acetylcholine receptor
P21453;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);EDG receptor
P21554;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Cannabinoid receptor
P21728;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Dopamine receptor
P21731;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
P21917;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Dopamine receptor
P21918;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Dopamine receptor
P25021;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Histamine receptor
P25100;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P25105;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);PAF receptor
P28221;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P28222;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P28223;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P28335;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P28566;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P29274;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Adenosine receptor
P29275;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Adenosine receptor
P30542;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Adenosine receptor
P30939;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P34969;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P34972;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Cannabinoid receptor
P34995;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
P35348;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P35367;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Histamine receptor
P35368;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Adrenergic receptor
P35408;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
P35462;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Dopamine receptor
P41231;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Purine receptor
P41595;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P43088;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
P43115;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
P43116;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
P43119;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
P47898;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P47900;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Purine receptor
P48039;GPCR;Small molecule receptor (family A GPCR);Monoamine-derivative receptor (family A GPCR);Melatonin receptor
P49019;GPCR;Small molecule receptor (family A GPCR);Carboxylic acid receptor;Hydroxycarboxylic acid receptor
P49286;GPCR;Small molecule receptor (family A GPCR);Monoamine-derivative receptor (family A GPCR);Melatonin receptor
P50406;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
P51582;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Purine receptor
Q13258;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
Q13304;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Leukotriene receptor
Q13639;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Serotonin receptor
Q15077;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Purine receptor
Q15722;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Leukotriene receptor
Q8TDS4;GPCR;Small molecule receptor (family A GPCR);Carboxylic acid receptor;Hydroxycarboxylic acid receptor
Q8TDS5;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Leukotriene receptor
Q8TDU6;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Steroid-like ligand receptor
Q96G91;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Purine receptor
Q96RJ0;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Trace amine receptor
Q99500;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);EDG receptor
Q99527;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Steroid-like ligand receptor
Q9H228;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);EDG receptor
Q9H244;GPCR;Small molecule receptor (family A GPCR);Nucleotide-like receptor (family A GPCR);Purine receptor
Q9H3N8;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Histamine receptor
Q9HC97;GPCR;Small molecule receptor (family A GPCR);Carboxylic acid receptor;Kynurenic acid receptor
Q9NS75;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Leukotriene receptor
Q9Y271;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Leukotriene receptor
Q9Y2T6;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Lysophosphatidylinositol receptor
Q9Y5N1;GPCR;Small molecule receptor (family A GPCR);Monoamine receptor;Histamine receptor
Q9Y5Y4;GPCR;Small molecule receptor (family A GPCR);Lipid-like ligand receptor (family A GPCR);Prostanoid receptor
O00222;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
O15303;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
P41594;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
Q13255;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
Q14416;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
Q14831;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
Q14832;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
Q14833;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);Metabotropic glutamate receptor
Q9UBS5;GPCR;Small molecule receptor (family C GPCR);Neurotransmitter receptor (family C GPCR);GABA-B receptor
Q99835;GPCR;Smoothened receptor (frizzled family GPCR);NULL;NULL
P20618;Enzyme;Threonine protease;Threonine protease PBT clan;Threonine protease T1A subfamily
P28062;Enzyme;Threonine protease;Threonine protease PBT clan;Threonine protease T1A subfamily
P28074;Enzyme;Threonine protease;Threonine protease PBT clan;Threonine protease T1A subfamily
P49721;Enzyme;Threonine protease;Threonine protease PBT clan;Threonine protease T1A subfamily
O75762;Ion channel;Transient receptor potential channel;NULL;NULL
O94759;Ion channel;Transient receptor potential channel;NULL;NULL
Q7Z2W7;Ion channel;Transient receptor potential channel;NULL;NULL
Q8NER1;Ion channel;Transient receptor potential channel;NULL;NULL
Q8TDD5;Ion channel;Transient receptor potential channel;NULL;NULL
Q9BX84;Ion channel;Transient receptor potential channel;NULL;NULL
O43497;Ion channel;Voltage-gated calcium channel;NULL;NULL
O95180;Ion channel;Voltage-gated calcium channel;NULL;NULL
Q00975;Ion channel;Voltage-gated calcium channel;NULL;NULL
Q01668;Ion channel;Voltage-gated calcium channel;NULL;NULL
Q13698;Ion channel;Voltage-gated calcium channel;NULL;NULL
Q13936;Ion channel;Voltage-gated calcium channel;NULL;NULL
Q9P0X4;Ion channel;Voltage-gated calcium channel;NULL;NULL
P35498;Ion channel;Voltage-gated sodium channel;NULL;NULL
P35499;Ion channel;Voltage-gated sodium channel;NULL;NULL
Q14524;Ion channel;Voltage-gated sodium channel;NULL;NULL
Q15858;Ion channel;Voltage-gated sodium channel;NULL;NULL
Q99250;Ion channel;Voltage-gated sodium channel;NULL;NULL
Q9NY46;Ion channel;Voltage-gated sodium channel;NULL;NULL
Q9UQD0;Ion channel;Voltage-gated sodium channel;NULL;NULL
Q9Y5Y9;Ion channel;Voltage-gated sodium channel;NULL;NULL
